epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,2064.86,0.90822,0.62905,1.08737,0.80162,0.69892,0.76741,0.48723,1.36913,0.98608,1.40618,0.000160938,0.000160938,0.000160938
77,2090.17,0.89941,0.62205,1.08026,0.81189,0.69422,0.76808,0.48909,1.36121,0.98221,1.40011,0.00015475,0.00015475,0.00015475
78,2123.09,0.89209,0.6127,1.07384,0.81466,0.69774,0.77172,0.4914,1.35811,0.98476,1.39961,0.000148563,0.000148563,0.000148563
79,2148.07,0.8911,0.6068,1.07556,0.80909,0.69814,0.76913,0.48876,1.36688,0.98402,1.4066,0.000142375,0.000142375,0.000142375
80,2172.98,0.88479,0.60491,1.07337,0.81167,0.69792,0.76626,0.48783,1.36348,0.98851,1.40802,0.000136187,0.000136187,0.000136187
81,2197.67,0.88197,0.60396,1.07149,0.80912,0.69758,0.76715,0.4876,1.36689,0.98995,1.40875,0.00013,0.00013,0.00013
82,2229.74,0.88272,0.60367,1.06758,0.7867,0.70892,0.76742,0.48724,1.36942,0.99609,1.40718,0.000123812,0.000123812,0.000123812
83,2255.54,0.8745,0.59511,1.06333,0.80151,0.70369,0.76593,0.4857,1.37025,0.99001,1.40497,0.000117625,0.000117625,0.000117625
84,2280.23,0.87614,0.59313,1.06746,0.80157,0.70675,0.76667,0.4846,1.36612,0.98731,1.40629,0.000111438,0.000111438,0.000111438
85,2305.28,0.86427,0.58604,1.05825,0.79969,0.70734,0.76755,0.48708,1.36707,0.98084,1.40686,0.00010525,0.00010525,0.00010525
86,2330.62,0.85269,0.57726,1.05275,0.80768,0.69567,0.7671,0.48581,1.37234,0.98367,1.41359,9.90625e-05,9.90625e-05,9.90625e-05
87,2365.38,0.85736,0.57782,1.05168,0.80008,0.70193,0.76405,0.48548,1.36907,0.99213,1.41286,9.2875e-05,9.2875e-05,9.2875e-05
