epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,2676.09,1.2038,0.80114,1.10836,0.59824,0.41431,0.42055,0.27907,1.25569,1.05195,1.0678,3.24671e-05,3.24671e-05,3.24671e-05
81,2707.61,1.20592,0.79704,1.10646,0.62133,0.40506,0.42177,0.28049,1.25485,1.04745,1.0684,3.0992e-05,3.0992e-05,3.0992e-05
82,2739.92,1.21011,0.79826,1.10688,0.63026,0.40893,0.42414,0.28142,1.25451,1.04529,1.06955,2.95169e-05,2.95169e-05,2.95169e-05
83,2771.53,1.19652,0.7911,1.10543,0.61559,0.40492,0.42179,0.27923,1.25759,1.04681,1.0693,2.80418e-05,2.80418e-05,2.80418e-05
84,2803.69,1.19688,0.78686,1.1034,0.63511,0.39801,0.42176,0.28084,1.25708,1.04823,1.07007,2.65667e-05,2.65667e-05,2.65667e-05
85,2835.07,1.1963,0.78769,1.09988,0.65065,0.39297,0.42311,0.27982,1.25634,1.05212,1.06973,2.50916e-05,2.50916e-05,2.50916e-05
86,2868.29,1.19343,0.78124,1.10207,0.63317,0.40474,0.4249,0.28209,1.26015,1.0545,1.07087,2.36165e-05,2.36165e-05,2.36165e-05
87,2901.74,1.19198,0.78414,1.10349,0.64651,0.39554,0.42142,0.28067,1.25889,1.05478,1.07052,2.21414e-05,2.21414e-05,2.21414e-05
88,2933.42,1.19701,0.78404,1.10179,0.64777,0.39858,0.42338,0.28343,1.2569,1.05637,1.06946,2.06663e-05,2.06663e-05,2.06663e-05
89,2966.36,1.18652,0.77561,1.09906,0.63887,0.39683,0.42114,0.28094,1.25888,1.05524,1.07066,1.91912e-05,1.91912e-05,1.91912e-05
90,2998.62,1.19344,0.77422,1.09899,0.61326,0.40766,0.41949,0.27844,1.26124,1.05764,1.07102,1.77161e-05,1.77161e-05,1.77161e-05
91,3033.42,1.1687,0.73515,1.07684,0.6217,0.39698,0.41688,0.27557,1.2688,1.06323,1.07722,1.6241e-05,1.6241e-05,1.6241e-05
92,3066.38,1.1508,0.71659,1.07051,0.60018,0.40445,0.4168,0.27698,1.26432,1.05845,1.0776,1.47659e-05,1.47659e-05,1.47659e-05
93,3098.59,1.1411,0.70938,1.0682,0.61755,0.40582,0.42011,0.2797,1.26386,1.05857,1.0753,1.32908e-05,1.32908e-05,1.32908e-05
94,3131.25,1.13637,0.70442,1.0655,0.61581,0.40803,0.4202,0.27925,1.26412,1.06154,1.07479,1.18157e-05,1.18157e-05,1.18157e-05
95,3161.36,1.13637,0.70236,1.06377,0.61738,0.40087,0.41845,0.27791,1.26343,1.06456,1.0738,1.03406e-05,1.03406e-05,1.03406e-05
96,3194.69,1.13142,0.69644,1.06438,0.60654,0.40465,0.41674,0.27734,1.26463,1.0642,1.07474,8.8655e-06,8.8655e-06,8.8655e-06
97,3227.64,1.12308,0.6904,1.06215,0.62373,0.40228,0.41703,0.27731,1.26529,1.06598,1.07554,7.3904e-06,7.3904e-06,7.3904e-06
98,3261.27,1.12332,0.69316,1.06009,0.61993,0.40339,0.41662,0.27758,1.26366,1.06478,1.07522,5.9153e-06,5.9153e-06,5.9153e-06
99,3293.9,1.12864,0.69326,1.06184,0.61072,0.4031,0.41711,0.27823,1.26396,1.06442,1.07535,4.4402e-06,4.4402e-06,4.4402e-06
100,3326.66,1.11927,0.68934,1.05954,0.62348,0.39846,0.41765,0.27797,1.26429,1.06537,1.07543,2.9651e-06,2.9651e-06,2.9651e-06
